,Age,Residents,Province,Interests,Shower,WashingMachine,DishWasher,EcoMode,WaterRecycling,GeneralRecycling,Meat,Gasoline,Pet,Garden,Estimation,AnnualWaterFootprint,DiaryWaterFootprint,AnnualCost,DiaryCost,AnnualDirectWaterFootprint,DiaryDirectWaterFootprint,DirectAnnualCost,DirectDiaryCost
86,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,1 vez al día,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,25,Más de 40 €,2407301,6595.34,4597944,12597.11,11613.33,31.82,22181.47,60.77
87,Entre 18 y 35 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2569230,7038.99,4907229,13444.46,6275.66,17.19,11986.51,32.84
88,Entre 36 y 65 años,3,Gipuzkoa,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,20,Ni idea!,2514352,6888.63,4802412,13157.29,148958.33,408.11,284510.42,779.48
89,Entre 18 y 35 años,2,Madrid,Ayudar al ecosistema,Más de 15 minutos,Menos de 3 veces,Friego a mano,A veces,Si,A veces,1 vez a la semana,No uso coche,Entre 50 y 100 €,0,Entre 10€ y 40 €,2556944,7005.33,4883763,13380.17,144703.99,396.45,276384.63,757.22
90,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,70,Menos de 10 €,2587387,7088.73,4941909,13539.48,24012.99,65.79,45864.8,125.66
91,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2501708,6853.99,4778262,13091.13,13807.99,37.83,26373.25,72.26
92,Entre 36 y 65 años,2,Zaragoza,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2706980,7416.38,5170331,14165.29,143295.66,392.59,273694.71,749.85
93,Entre 36 y 65 años,1,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2582020,7074.03,4931658,13511.39,19795.66,54.23,37809.71,103.59
94,Entre 36 y 65 años,2,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2576357,7058.51,4920842,13481.76,14132.99,38.72,26994.0,73.96
95,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2576357,7058.51,4920842,13481.76,14132.99,38.72,26994.0,73.96
96,Entre 36 y 65 años,5,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,A veces,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2317958,6350.57,4427300,12129.59,42870.66,117.45,81882.96,224.34
97,Entre 36 y 65 años,1,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,0,Ni idea!,2636858,7224.27,5036399,13798.35,148958.33,408.11,284510.42,779.48
98,Entre 18 y 35 años,1,Cantabria,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Menos de 10 €,2705195,7411.49,5166922,14155.95,142970.66,391.7,273073.96,748.15
99,Entre 36 y 65 años,3,Zaragoza,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,3037470,8321.84,5801568,15894.71,14132.99,38.72,26994.0,73.96
100,Entre 18 y 35 años,3,Sevilla,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,Si,Siempre,1 vez al día,No uso coche,Entre 50 y 100 €,0,Ni idea!,3160373,8658.56,6036312,16537.84,612.99,1.68,1170.8,3.21
101,Entre 36 y 65 años,3,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez a la semana,Más de 200 km,No tengo mascota,0,Ni idea!,2576603,7059.19,4921312,13483.05,37532.99,102.83,71688.0,196.41
102,Entre 36 y 65 años,1,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3327332,9115.98,6355204,17411.52,137307.99,376.19,262258.25,718.52
103,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3202631,8774.33,6117025,16758.97,42870.66,117.45,81882.96,224.34
104,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez al día,Más de 200 km,No tengo mascota,0,Más de 40 €,3324123,9107.19,6349075,17394.73,37532.99,102.83,71688.0,196.41
105,Entre 18 y 35 años,2,Barcelona,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Ni idea!,2438003,6679.46,4656586,12757.77,43195.66,118.34,82503.71,226.04
106,Entre 36 y 65 años,5,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Si,Siempre,Nunca!,Más de 200 km,Entre 50 y 100 €,0,Más de 40 €,1988573,5448.15,3798174,10405.96,24012.99,65.79,45864.8,125.66
107,Entre 18 y 35 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,15,Entre 10€ y 40 €,2455672,6727.87,4690333,12850.23,13807.99,37.83,26373.25,72.26
108,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Si,Siempre,1 vez al día,100 - 200 km,No tengo mascota,10,Entre 10€ y 40 €,3264831,8944.74,6235827,17084.46,29350.66,80.41,56059.76,153.59
109,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2592630,7103.09,4951923,13566.91,29675.66,81.3,56680.51,155.29
110,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2408940,6599.84,4601076,12605.69,14132.99,38.72,26994.0,73.96
111,Mayor de 65 años,2,Asturias,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Más de 40 €,2701986,7402.7,5160793,14139.16,43195.66,118.34,82503.71,226.04
112,Entre 36 y 65 años,5,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Más de 40 €,2498999,6846.57,4773088,13076.95,58795.66,161.08,112299.71,307.67
113,Entre 18 y 35 años,2,Barcelona,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Buena idea! Voy a probarlo!,Nunca!,1 vez a la semana,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2638860,7229.75,5040223,13808.83,149500.0,409.59,285545.0,782.32
114,Entre 36 y 65 años,4,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2605420,7138.14,4976352,13633.84,43195.66,118.34,82503.71,226.04
115,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Menos de 10 €,2576357,7058.51,4920842,13481.76,14132.99,38.72,26994.0,73.96
116,Entre 36 y 65 años,1,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Menos de 10 €,2672598,7322.19,5104662,13985.38,13807.99,37.83,26373.25,72.26
117,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2288165,6268.95,4370396,11973.69,13807.99,37.83,26373.25,72.26
118,Entre 36 y 65 años,3,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,A veces,1 vez cada 3 días,Más de 200 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,2702527,7404.18,5161827,14141.99,43737.33,119.83,83538.29,228.87
119,Entre 36 y 65 años,2,Asturias,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2569230,7038.99,4907229,13444.46,6275.66,17.19,11986.51,32.84
120,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,200,Entre 10€ y 40 €,2455211,6726.61,4689454,12847.82,13807.99,37.83,26373.25,72.26
121,Entre 36 y 65 años,1,Segovia,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Más de 40 €,3335321,9137.87,6370464,17453.33,143837.33,394.07,274729.29,752.68
122,Entre 36 y 65 años,2,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2622158,7183.99,5008322,13721.43,13807.99,37.83,26373.25,72.26
123,Entre 18 y 35 años,2,Ciudad Real,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,A veces,1 vez al día,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,3167363,8677.71,6049663,16574.42,143295.66,392.59,273694.71,749.85
124,Entre 18 y 35 años,2,Toledo,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,100 - 200 km,Menos de 50 €,0,Más de 40 €,2339549,6409.72,4468539,12242.57,19795.66,54.23,37809.71,103.59
125,Entre 36 y 65 años,3,Zaragoza,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,A veces,1 vez al día,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €,3088934,8462.83,5899864,16164.01,19470.66,53.34,37188.96,101.89
126,Entre 36 y 65 años,1,Barcelona,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez al día,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,3338982,9147.9,6377456,17472.48,148958.33,408.11,284510.42,779.48
127,Entre 36 y 65 años,3,Asturias,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2605420,7138.14,4976352,13633.84,43195.66,118.34,82503.71,226.04
128,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2648933,7257.35,5059462,13861.54,161032.99,441.19,307573.0,842.67
129,Entre 18 y 35 años,2,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Ni idea!,2294153,6285.35,4381832,12005.02,19795.66,54.23,37809.71,103.59
130,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2289950,6273.84,4373805,11983.03,14132.99,38.72,26994.0,73.96
131,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,50,Entre 10€ y 40 €,3233925,8860.07,6176796,16922.73,42870.66,117.45,81882.96,224.34
132,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez al día,100 - 200 km,Menos de 50 €,20,Ni idea!,3069141,8408.61,5862060,16060.44,287.99,0.79,550.05,1.51
133,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,60,Ni idea!,3046655,8347.0,5819112,15942.77,23687.99,64.9,45244.05,123.96
134,Entre 36 y 65 años,8,Madrid,Ayudar al ecosistema,Más de 15 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,60,Más de 40 €,2420589,6631.75,4623324,12666.64,25421.32,69.65,48554.72,133.03
135,Entre 18 y 35 años,3,Vizcaya,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2549143,6983.95,4868863,13339.35,137632.99,377.08,262879.0,720.22
136,Entre 18 y 35 años,2,Barcelona,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Ni idea!,2408940,6599.84,4601076,12605.69,14132.99,38.72,26994.0,73.96
137,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Ni idea!,2388961,6545.1,4562916,12501.14,23687.99,64.9,45244.05,123.96
138,Entre 18 y 35 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2701317,7400.87,5159515,14135.66,137632.99,377.08,262879.0,720.22
139,Mayor de 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2461245,6743.14,4700977,12879.39,19470.66,53.34,37188.96,101.89
140,Entre 36 y 65 años,5,Madrid,Conocer mi huella hídrica,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2601029,7126.11,4967965,13610.86,38074.65,104.31,72722.59,199.24
141,Entre 18 y 35 años,3,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3160778,8659.67,6037086,16539.96,287.99,0.79,550.05,1.51
142,Entre 36 y 65 años,5,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €,2483399,6803.83,4743292,12995.32,43195.66,118.34,82503.71,226.04
143,Entre 18 y 35 años,2,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2551756,6991.11,4873853,13353.02,19795.66,54.23,37809.71,103.59
144,Mayor de 65 años,1,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2548818,6983.06,4868242,13337.65,137307.99,376.19,262258.25,718.52
145,Entre 18 y 35 años,2,Lugo,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,Si,Siempre,Nunca!,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,1869337,5121.47,3570434,9782.01,612.99,1.68,1170.8,3.21
146,Entre 18 y 35 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2570223,7041.71,4909126,13449.66,37532.99,102.83,71688.0,196.41
147,Entre 18 y 35 años,2,Barcelona,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3180286,8713.11,6074346,16642.04,19795.66,54.23,37809.71,103.59
148,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2744195,7518.34,5241412,14360.03,181970.66,498.55,347563.96,952.23
149,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Más de 40 €,2670323,7315.95,5100317,13973.47,137632.99,377.08,262879.0,720.22
150,Mayor de 65 años,3,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez a la semana,No uso coche,No tengo mascota,70,Ni idea!,2549238,6984.21,4869045,13339.85,137307.99,376.19,262258.25,718.52
151,Entre 36 y 65 años,2,Valladolid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €,2477736,6788.32,4732476,12965.69,37532.99,102.83,71688.0,196.41
152,Mayor de 65 años,1,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Menos de 10 €,2576762,7059.62,4921615,13483.88,13807.99,37.83,26373.25,72.26
153,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Más de 40 €,2462300,6746.03,4702992,12884.91,19795.66,54.23,37809.71,103.59
154,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Menos de 10 €,3204157,8778.51,6119940,16766.96,14132.99,38.72,26994.0,73.96
155,Entre 36 y 65 años,5,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Ni idea!,3260163,8931.95,6226911,17060.03,24012.99,65.79,45864.8,125.66
156,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,3047025,8348.01,5819818,15944.71,23687.99,64.9,45244.05,123.96
157,Entre 18 y 35 años,3,Álava,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3239287,8874.76,6187039,16950.79,48533.33,132.97,92698.67,253.97
158,Entre 18 y 35 años,2,Sevilla,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2312620,6335.95,4417105,12101.66,37532.99,102.83,71688.0,196.41
159,Entre 18 y 35 años,2,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez al día,No uso coche,Menos de 50 €,0,Ni idea!,3007936,8240.92,5745158,15740.16,14132.99,38.72,26994.0,73.96
160,Entre 18 y 35 años,1,Vizcaya,Conocer mi huella hídrica,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,Nunca!,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,1859527,5094.6,3551697,9730.68,20337.33,55.72,38844.29,106.42
161,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,No,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2648933,7257.35,5059462,13861.54,161032.99,441.19,307573.0,842.67
162,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,No uso coche,Menos de 50 €,0,Menos de 10 €,3030606,8303.03,5788458,15858.79,37532.99,102.83,71688.0,196.41
163,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Menos de 10 €,2425213,6644.42,4632157,12690.84,29675.66,81.3,56680.51,155.29
164,Entre 18 y 35 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Más de 40 €,3219700,8821.09,6149626,16848.29,29675.66,81.3,56680.51,155.29
165,Entre 18 y 35 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Menos de 10 €,2576357,7058.51,4920842,13481.76,14132.99,38.72,26994.0,73.96
166,Entre 18 y 35 años,1,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3334780,9136.38,6369429,17450.49,143295.66,392.59,273694.71,749.85
167,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,25,Entre 10€ y 40 €,2684073,7353.63,5126580,14045.42,25133.33,68.86,48004.67,131.52
168,Mayor de 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Más de 40 €,2576762,7059.62,4921615,13483.88,13807.99,37.83,26373.25,72.26
